tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;pdcch_cce_utilization_pct;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
1777;8;1;50;50,0;466,0;46600;46600;46600,0;11,0;17,73;2095494;1077,9;25;22;88,0;17,8;19,7;100,0;8;0;13,7413;12,5;3,9544;16,2979;3,76;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;4,0;-5,25;33,19;11,84;100,0;0;0;4,66;4,66;4,66;0,0;40,66;40,97;0,0;0,0;0,125;237514375000000,0;15411501,39
1778;8;1;50;50,0;429,0;42900;42900;42900,0;11,38;18,61;2093640;1311,7;25;22;88,0;20,6;22,1;100,0;8;0;14,718;12,5;9,9849;16,19;1,9;42900,0;42900,0;42900,0;0,0;3,0;15,0;11,0;4,0;-1,06;33,19;10,82;100,0;0;0;4,29;4,29;4,29;0,0;34,59;39,27;0,0;0,0;0,125;201294843750000,0;14187841,41
1779;8;1;50;50,0;480,0;48000;48000;48000,0;11,62;19,1;2094969;746,1;25;22;88,0;19,0;21,4;100,0;8;0;15,5081;12,5;13,9309;16,5677;0,71;48000,0;48000,0;48000,0;0,0;4,0;15,0;12,0;4,0;0,04;33,59;10,66;100,0;0;0;4,8;4,8;4,8;0,0;32,17;55,82;0,0;0,0;0,125;252000000000000,0;15874507,87
1780;8;1;50;50,0;466,0;46600;46600;46600,0;11,62;19,34;2093435;1243,7;25;21;84,0;30,6;33,4;100,0;8;0;14,9396;12,5;10,025;17,3579;2,06;46600,0;46600,0;46600,0;0,0;3,0;15,0;12,0;4,0;-0,72;34,31;11,0;100,0;0;0;4,66;4,66;4,66;0,0;34,66;38,37;0,0;0,0;0,125;237514375000000,0;15411501,39
1781;8;1;50;50,0;466,0;46600;46600;46600,0;11,62;19,33;2094161;1537,9;25;21;84,0;53,0;43,3;100,0;8;0;14,9302;12,5;10,045;17,0786;2,02;46600,0;46600,0;46600,0;0,0;3,0;15,0;12,0;4,0;-2,56;35,14;11,66;100,0;0;0;4,66;4,66;4,66;0,0;34,66;39,1;0,0;0,0;0,125;237514375000000,0;15411501,39
1782;8;1;50;50,0;466,0;46600;46600;46600,0;11,38;19,23;2093150;803,5;25;21;84,0;18,2;21,4;100,0;8;0;14,1288;12,5;6,2308;16,8083;3,34;46600,0;46600,0;46600,0;0,0;2,0;15,0;11,0;4,0;-4,45;35,75;12,34;100,0;0;0;4,66;4,66;4,66;0,0;38,56;40,2;0,0;0,0;0,125;237514375000000,0;15411501,39
1783;8;1;50;50,0;480,0;48000;48000;48000,0;11,25;19,19;2091476;1099,4;25;22;88,0;23,0;37,9;100,0;8;0;13,956;12,5;6,2433;16,4119;3,23;48000,0;48000,0;48000,0;0,0;2,0;15,0;11,0;4,0;-4,55;36,15;12,54;100,0;0;0;4,8;4,8;4,8;0,0;38,68;41,43;0,0;0,0;0,125;252000000000000,0;15874507,87
1784;8;1;50;50,0;480,0;48000;48000;48000,0;11,25;19,39;2093869;1365,6;25;22;88,0;23,7;24,3;100,0;8;0;13,9487;12,5;6,2558;16,1628;3,21;48000,0;48000,0;48000,0;0,0;2,0;15,0;11,0;4,0;-2,66;36,6;12,3;100,0;0;0;4,8;4,8;4,8;0,0;38,68;42,86;0,0;0,0;0,125;252000000000000,0;15874507,87
1785;8;1;50;50,0;480,0;48000;48000;48000,0;11,38;19,47;2088920;737,9;25;22;88,0;17,8;20,0;100,0;8;0;14,4246;12,5;10,1258;15,9214;2,1;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-1,14;36,93;12,13;100,0;0;0;4,8;4,8;4,8;0,0;35,96;44,32;0,0;0,0;0,125;252000000000000,0;15874507,87
1786;8;1;50;50,0;100,0;10000;10000;10000,0;11,38;19,56;2087125;1191,6;25;22;88,0;33,2;33,4;100,0;8;0;14,9463;12,5;11,5956;16,1048;1,46;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;0,03;37,36;12,01;100,0;0;0;1,0;1,0;1,0;0,0;33,75;61,41;0,0;0,0;0,125;10937500000000,0;3307189,14
1787;8;1;50;50,0;100,0;10000;10000;10000,0;11,5;19,53;2090474;980,9;25;22;88,0;19,4;21,4;100,0;8;0;15,1615;12,5;11,6189;15,8652;1,35;10000,0;10000,0;10000,0;0,0;4,0;15,0;12,0;4,0;0,19;37,52;12,03;100,0;0;0;1,0;1,0;1,0;0,0;33,4;61,57;0,0;0,0;0,125;10937500000000,0;3307189,14
1788;8;1;50;50,0;492,0;49200;49200;49200,0;11,25;19,28;2095991;1014,4;25;22;88,0;20,0;22,4;100,0;8;0;14,3784;12,5;9,8487;15,8102;2,15;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-1,27;37,58;12,29;100,0;0;0;4,92;4,92;4,92;0,0;35,76;45,82;0,0;0,0;0,125;264757500000000,0;16271370,56
1789;8;1;50;50,0;492,0;49200;49200;49200,0;11,0;18,58;2094150;1788,2;25;22;88,0;35,1;52,9;100,0;8;0;13,6303;12,5;3,916;15,7582;3,89;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-5,23;37,48;13,11;100,0;0;0;4,92;4,92;4,92;0,0;41,41;46,31;0,0;0,0;0,125;264757500000000,0;16271370,56
1790;8;1;50;50,0;279,0;27900;27900;27900,0;10,88;17,45;2095537;2977,1;25;23;92,0;125,2;43,3;100,0;8;0;13,4727;12,5;3,9239;15,7564;3,83;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-10,06;37,19;14,09;100,0;0;0;2,79;2,79;2,79;0,0;41,49;47,51;0,0;0,0;0,125;85138593750000,0;9227057,7
1791;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;17,33;2096134;1614,7;25;23;92,0;35,1;27,6;100,0;8;0;13,1986;12,5;3,9317;15,723;3,72;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;4,0;-6,16;36,69;12,95;100,0;0;0;4,92;4,92;4,92;0,0;41,28;48,71;0,0;0,0;0,125;264757500000000,0;16271370,56
1792;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;16,97;2093205;5307,9;25;25;100,0;114,6;317,4;100,0;8;0;13,2821;12,5;9,9278;15,6733;2,34;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,87;36,12;11,83;100,0;0;0;4,92;4,92;4,92;0,0;36,89;51,34;0,0;0,0;0,125;264757500000000,0;16271370,56
1793;8;1;50;50,0;100,0;10000;10000;10000,0;10,38;16,36;2091746;1136,6;25;25;100,0;21,7;22,0;100,0;8;0;13,7248;12,5;8,2957;15,79;2,49;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;-0,34;35,55;11,38;100,0;0;0;1,0;1,0;1,0;0,0;34,73;53,98;0,0;0,0;0,125;10937500000000,0;3307189,14
1794;8;1;50;50,0;279,0;27900;27900;27900,0;10,25;15,78;2096009;850,7;25;25;100,0;19,4;30,5;100,0;8;0;12,9999;12,5;8,3123;15,6208;2,66;27900,0;27900,0;27900,0;0,0;3,0;15,0;10,0;4,0;-1,3;35,07;11,28;100,0;0;0;2,79;2,79;2,79;0,0;37,39;54,26;0,0;0,0;0,125;85138593750000,0;9227057,7
1795;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;15,63;2094116;861,6;25;25;100,0;19,3;21,2;100,0;8;0;12,7535;12,5;6,0805;15,5882;3,15;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,57;34,87;11,8;100,0;0;0;4,92;4,92;4,92;0,0;39,25;51,95;0,0;0,0;0,125;264757500000000,0;16271370,56
1796;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;15,78;2095291;810,4;25;25;100,0;19,3;22,8;100,0;8;0;12,6779;12,5;3,9056;15,5396;3,78;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;4,0;-5,66;34,76;11,94;100,0;0;0;4,92;4,92;4,92;0,0;42,17;49,77;0,0;0,0;0,125;264757500000000,0;16271370,56
1797;8;1;50;50,0;466,0;46600;46600;46600,0;10,62;16,43;2095533;1363,9;25;24;96,0;33,2;33,6;100,0;8;0;13,1561;12,5;6,1049;15,5687;3,28;46600,0;46600,0;46600,0;0,0;2,0;15,0;11,0;4,0;-3,27;34,92;11,59;100,0;0;0;4,66;4,66;4,66;0,0;39,64;49,31;0,0;0,0;0,125;237514375000000,0;15411501,39
1798;8;1;50;50,0;279,0;27900;27900;27900,0;10,75;17,29;2093643;1308,0;25;24;96,0;21,4;22,0;100,0;8;0;13,6211;12,5;9,8815;15,4884;2,36;27900,0;27900,0;27900,0;0,0;3,0;15,0;11,0;4,0;-0,64;35,07;11,27;100,0;0;0;2,79;2,79;2,79;0,0;36,84;48,5;0,0;0,0;0,125;85138593750000,0;9227057,7
1799;8;1;50;50,0;480,0;48000;48000;48000,0;11,12;17,99;2095838;853,7;25;22;88,0;21,9;21,5;100,0;8;0;14,4878;12,5;10,4461;15,8378;1,94;48000,0;48000,0;48000,0;0,0;4,0;15,0;11,0;4,0;-0,44;35,29;11,59;100,0;0;0;4,8;4,8;4,8;0,0;35,8;48,06;0,0;0,0;0,125;252000000000000,0;15874507,87
1800;8;1;50;50,0;492,0;49200;49200;49200,0;11,0;18,23;2092340;874,8;25;22;88,0;20,1;21,9;100,0;8;0;13,7556;12,5;9,9211;15,8429;2,36;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-2,43;35,46;12,35;100,0;0;0;4,92;4,92;4,92;0,0;38,3;48,32;0,0;0,0;0,125;264757500000000,0;16271370,56
1801;8;1;50;50,0;480,0;48000;48000;48000,0;10,75;17,85;2090042;865,7;25;22;88,0;24,9;21,6;100,0;8;0;13,0007;12,5;3,9448;15,6375;3,88;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;5,0;-8,38;35,88;14,03;100,0;0;0;4,8;4,8;4,8;0,0;43,82;49,12;0,0;0,0;0,125;252000000000000,0;15874507,87
1802;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,98;2094716;772,7;25;22;88,0;18,2;20,9;100,0;8;0;12,9946;12,5;3,9527;15,6424;3,87;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-8,63;36,06;14,39;100,0;0;0;4,92;4,92;4,92;0,0;43,82;50,54;0,0;0,0;0,125;264757500000000,0;16271370,56
1803;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,29;2095716;825,6;25;24;96,0;22,8;21,2;100,0;8;0;12,4702;12,5;3,9607;15,8289;3,87;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-5,79;37,01;14,15;100,0;0;0;4,92;4,92;4,92;0,0;46,09;53,32;0,0;0,0;0,125;264757500000000,0;16271370,56
1804;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,7;2095170;878,4;25;24;96,0;19,5;21,8;100,0;8;0;12,9849;12,5;8,4803;15,612;2,77;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-1,86;37,7;13,68;100,0;0;0;4,92;4,92;4,92;0,0;41,8;55,64;0,0;0,0;0,125;264757500000000,0;16271370,56
1805;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,81;2095545;1153,1;25;24;96,0;22,0;47,0;100,0;8;0;12,9789;12,5;8,4973;15,6288;2,75;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-1,45;38,16;13,69;100,0;0;0;4,92;4,92;4,92;0,0;41,8;55,85;0,0;0,0;0,125;264757500000000,0;16271370,56
1806;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,67;2096416;2470,7;25;24;96,0;61,3;54,7;100,0;8;0;12,7271;12,5;6,2158;15,5953;3,22;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-3,92;38,25;14,12;100,0;0;0;4,92;4,92;4,92;0,0;43,32;54,89;0,0;0,0;0,125;264757500000000,0;16271370,56
1807;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,53;2095016;2806,4;25;22;88,0;64,1;33,7;100,0;8;0;12,6176;12,5;3,9925;15,5406;3,69;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-7,49;38,25;14,74;100,0;0;0;4,92;4,92;4,92;0,0;44,88;52,75;0,0;0,0;0,125;264757500000000,0;16271370,56
1808;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,51;2095530;1900,6;25;22;88,0;39,2;38,7;100,0;8;0;12,8585;12,5;4,0005;15,4798;3,7;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-7,83;38,04;14,73;100,0;0;0;4,92;4,92;4,92;0,0;44,31;52,12;0,0;0,0;0,125;264757500000000,0;16271370,56
1809;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,62;2093913;2323,8;25;22;88,0;35,5;36,5;100,0;8;0;12,8527;12,5;4,0085;15,4325;3,69;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-4,82;37,6;14,0;100,0;0;0;4,92;4,92;4,92;0,0;44,31;52,73;0,0;0,0;0,125;264757500000000,0;16271370,56
1810;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,43;2093961;1825,2;25;18;72,0;33,7;69,4;100,0;8;1;12,6078;12,5;6,2658;15,3793;3,27;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-2,84;36,89;13,4;100,0;0;0;4,92;4,92;4,92;0,0;43,62;53,36;0,0;0,0;0,125;264757500000000,0;16271370,56
1811;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,0;2091616;1077,3;25;18;72,0;25,6;22,8;100,0;8;1;12,5466;12,5;6,2783;15,32;3,21;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-2,83;36,05;13,29;100,0;0;0;4,92;4,92;4,92;0,0;43,38;54,56;0,0;0,0;0,125;264757500000000,0;16271370,56
1812;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,5;2094496;940,5;25;18;72,0;19,2;21,1;100,0;8;1;12,5408;12,5;6,2909;15,274;3,19;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-4,25;35,42;13,38;100,0;0;0;4,92;4,92;4,92;0,0;43,38;54,79;0,0;0,0;0,125;264757500000000,0;16271370,56
1813;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,28;2095096;1822,7;25;19;76,0;29,1;31,2;100,0;8;1;12,3884;12,5;6,3035;15,222;3,09;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,7;35,59;13,25;100,0;0;0;4,92;4,92;4,92;0,0;43,36;54,07;0,0;0,0;0,125;264757500000000,0;16271370,56
1814;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,13;2096294;1559,1;25;19;76,0;35,5;31,9;100,0;8;1;12,3827;12,5;6,3161;15,1643;3,07;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,31;35,83;13,12;100,0;0;0;4,92;4,92;4,92;0,0;43,36;54,63;0,0;0,0;0,125;264757500000000,0;16271370,56
1815;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;16,65;2095845;1489,7;25;19;76,0;38,1;41,1;100,0;8;1;12,0933;12,5;4,0569;15,1194;3,64;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,27;35,76;13,26;100,0;0;0;4,92;4,92;4,92;0,0;46,21;55,96;0,0;0,0;0,125;264757500000000,0;16271370,56
1816;8;1;50;50,0;492,0;49200;49200;49200,0;10,12;16,29;2092386;1542,2;25;19;76,0;31,9;30,9;100,0;8;1;11,8918;12,5;4,065;15,0688;3,58;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,76;36,33;13,66;100,0;0;0;4,92;4,92;4,92;0,0;46,44;57,43;0,0;0,0;0,125;264757500000000,0;16271370,56
1817;8;1;50;50,0;492,0;49200;49200;49200,0;10,0;15,96;2091507;1703,3;25;19;76,0;32,2;34,4;100,0;8;1;11,6736;12,5;4,0732;15,0125;3,58;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-8,96;36,71;14,17;100,0;0;0;4,92;4,92;4,92;0,0;46,9;57,91;0,0;0,0;0,125;264757500000000,0;16271370,56
1818;8;1;50;50,0;429,0;42900;42900;42900,0;10,38;16,54;2092046;1566,9;25;19;76,0;37,8;45,7;100,0;8;1;12,3654;12,5;4,0813;16,338;3,84;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;5,0;-9,22;37,07;14,31;100,0;0;0;4,29;4,29;4,29;0,0;45,7;55,45;0,0;0,0;0,125;201294843750000,0;14187841,41
1819;8;1;50;50,0;466,0;46600;46600;46600,0;10,5;17,26;2094808;937,6;25;18;72,0;21,4;21,5;100,0;8;1;12,5287;12,5;4,0895;17,479;4,0;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;5,0;-7,19;37,3;14,0;100,0;0;0;4,66;4,66;4,66;0,0;45,67;54,14;0,0;0,0;0,125;237514375000000,0;15411501,39
1820;8;1;50;50,0;480,0;48000;48000;48000,0;10,75;17,67;2089862;1023,8;25;18;72,0;27,7;22,6;100,0;8;1;12,7758;12,5;4,0977;17,7123;4,06;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;5,0;-7,08;37,42;14,09;100,0;0;0;4,8;4,8;4,8;0,0;45,51;53,15;0,0;0,0;0,125;252000000000000,0;15874507,87
1821;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;17,87;2086285;4067,4;25;18;72,0;56,8;48,9;100,0;8;1;12,5093;12,5;4,1059;17,4211;4,32;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;5,0;-7,65;37,5;14,33;100,0;0;0;4,8;4,8;4,8;0,0;47,28;52,66;0,0;0,0;0,125;252000000000000,0;15874507,87
1822;8;1;50;50,0;466,0;46600;46600;46600,0;10,75;17,83;2083139;1044,4;25;25;100,0;28,8;25,8;100,0;8;0;12,8336;12,5;4,1141;16,6398;3,98;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;5,0;-8,27;37,11;14,4;100,0;0;0;4,66;4,66;4,66;0,0;45,27;52,04;0,0;0,0;0,125;237514375000000,0;15411501,39
1823;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;17,81;2080204;1881,7;25;18;72,0;38,8;35,3;100,0;8;1;12,6605;12,5;4,1224;15,1192;3,83;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-7,35;37,17;14,12;100,0;0;0;4,92;4,92;4,92;0,0;45,37;52,12;0,0;0,0;0,125;264757500000000,0;16271370,56
1824;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;17,76;2083609;1695,8;25;18;72,0;41,7;34,9;100,0;8;1;12,4967;12,5;4,1306;15,5789;3,77;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;5,0;-6,83;37,51;14,09;100,0;0;0;4,8;4,8;4,8;0,0;45,85;53,21;0,0;0,0;0,125;252000000000000,0;15874507,87
1825;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;17,93;2087754;1354,7;25;18;72,0;28,9;31,2;100,0;8;1;12,4899;12,5;4,1389;15,3551;3,75;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;5,0;-5,51;37,57;13,78;100,0;0;0;4,8;4,8;4,8;0,0;45,85;53,02;0,0;0,0;0,125;252000000000000,0;15874507,87
1826;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;18,15;2089389;866,5;25;18;72,0;20,1;22,5;100,0;8;1;12,5399;12,5;6,4696;15,1378;3,12;48000,0;48000,0;48000,0;0,0;2,0;15,0;11,0;5,0;-2,75;37,19;13,0;100,0;0;0;4,8;4,8;4,8;0,0;43,62;52,24;0,0;0,0;0,125;252000000000000,0;15874507,87
1827;8;1;50;50,0;492,0;49200;49200;49200,0;10,88;18,12;2088788;878,9;25;22;88,0;23,6;21,1;100,0;8;0;13,3152;12,5;10,4719;15,1601;1,88;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-2,06;36,92;12,71;100,0;0;0;4,92;4,92;4,92;0,0;39,4;51,78;0,0;0,0;0,125;264757500000000,0;16271370,56
1828;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,7;2090730;774,1;25;24;96,0;21,2;22,2;100,0;8;0;13,0985;12,5;9,9077;15,1043;2,11;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-2,55;36,89;12,84;100,0;0;0;4,92;4,92;4,92;0,0;40,21;53,51;0,0;0,0;0,125;264757500000000,0;16271370,56
1829;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,16;2093029;835,3;25;24;96,0;19,0;22,1;100,0;8;0;12,0796;12,5;4,1722;15,0586;3,78;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-4,98;36,71;13,55;100,0;0;0;4,92;4,92;4,92;0,0;46,71;56,09;0,0;0,0;0,125;264757500000000,0;16271370,56
1830;8;1;50;50,0;480,0;48000;48000;48000,0;10,5;17,61;2092502;820,4;25;24;96,0;18,6;22,1;100,0;8;0;12,2968;12,5;4,1805;15,0166;3,57;48000,0;48000,0;48000,0;0,0;1,0;15,0;10,0;5,0;-4,81;36,6;13,33;100,0;0;0;4,8;4,8;4,8;0,0;45,67;52,84;0,0;0,0;0,125;252000000000000,0;15874507,87
1831;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,18;2089409;758,8;25;22;88,0;17,8;20,5;100,0;8;0;12,7993;12,5;6,5347;15,0384;2,77;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-3,53;36,36;13,03;100,0;0;0;4,92;4,92;4,92;0,0;42,05;50,85;0,0;0,0;0,125;264757500000000,0;16271370,56
1832;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,29;2095510;1237,1;25;22;88,0;22,6;23,5;100,0;8;0;12,7951;12,5;6,5478;14,9839;2,76;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-2,82;35,82;12,85;100,0;0;0;4,92;4,92;4,92;0,0;42,05;50,53;0,0;0,0;0,125;264757500000000,0;16271370,56
1833;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;17,98;2092438;815,2;25;22;88,0;19,8;21,4;100,0;8;0;12,737;12,5;6,5609;14,9393;2,7;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;4,0;-3,77;35,41;13,05;100,0;0;0;4,92;4,92;4,92;0,0;41,81;51,35;0,0;0,0;0,125;264757500000000,0;16271370,56
1834;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,65;2096420;1090,0;25;24;96,0;22,7;30,4;100,0;8;0;12,2225;12,5;4,2141;14,8897;3,47;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,11;35,4;13,38;100,0;0;0;4,92;4,92;4,92;0,0;45,45;52,41;0,0;0,0;0,125;264757500000000,0;16271370,56
1835;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,41;2096574;1021,9;25;22;88,0;21,3;22,2;100,0;8;0;12,4338;12,5;4,2226;14,8365;3,37;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-7,37;35,36;13,88;100,0;0;0;4,92;4,92;4,92;0,0;44,67;52,3;0,0;0,0;0,125;264757500000000,0;16271370,56
1836;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;17,1;2091914;788,3;25;22;88,0;18,2;20,3;100,0;8;0;12,6255;12,5;4,231;14,793;3,33;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-10,99;36,09;14,76;100,0;0;0;4,92;4,92;4,92;0,0;43,37;51,9;0,0;0,0;0,125;264757500000000,0;16271370,56
1837;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;17,05;2091776;1074,5;25;22;88,0;20,4;21,6;100,0;8;0;12,622;12,5;4,2395;14,7446;3,32;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-9,67;36,62;14,51;100,0;0;0;4,92;4,92;4,92;0,0;43,37;53,33;0,0;0,0;0,125;264757500000000,0;16271370,56
1838;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,06;2092795;871,6;25;24;96,0;18,7;21,5;100,0;8;0;12,1941;12,5;4,248;14,6927;3,38;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-7,05;37,1;14,09;100,0;0;0;4,92;4,92;4,92;0,0;45,45;56,01;0,0;0,0;0,125;264757500000000,0;16271370,56
1839;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,23;2093467;729,1;25;24;96,0;16,7;19,6;100,0;8;0;12,1901;12,5;4,2565;14,6502;3,37;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,93;37,29;14,02;100,0;0;0;4,92;4,92;4,92;0,0;45,45;57,01;0,0;0,0;0,125;264757500000000,0;16271370,56
1840;8;1;50;50,0;466,0;46600;46600;46600,0;10,5;17,58;2095051;1082,2;25;22;88,0;22,9;24,0;100,0;8;0;12,4044;12,5;4,265;14,6384;3,27;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;5,0;-6,51;37,28;14,12;100,0;0;0;4,66;4,66;4,66;0,0;44,67;54,9;0,0;0,0;0,125;237514375000000,0;15411501,39
1841;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,76;2093909;1431,4;25;22;88,0;30,8;31,7;100,0;8;0;12,401;12,5;4,2736;14,6322;3,26;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-7,32;37,08;14,33;100,0;0;0;4,92;4,92;4,92;0,0;44,67;53,88;0,0;0,0;0,125;264757500000000,0;16271370,56
1842;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;17,82;2093109;2594,9;25;24;96,0;83,9;409,3;100,0;8;0;12,1784;12,5;4,2821;14,5815;3,33;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,88;36,57;14,15;100,0;0;0;4,92;4,92;4,92;0,0;45,45;55,24;0,0;0,0;0,125;264757500000000,0;16271370,56
1843;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,45;2091102;1130,8;25;22;88,0;24,7;22,7;100,0;8;0;12,6946;12,5;6,6935;14,54;2,49;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;4,0;-4,38;36,57;13,74;100,0;0;0;4,92;4,92;4,92;0,0;41,81;52,64;0,0;0,0;0,125;264757500000000,0;16271370,56
