tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;pdcch_cce_utilization_pct;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
1449;8;1;50;50,0;201,0;20100;20100;20100,0;10,25;18,49;2094435;1311,5;25;25;100,0;32,8;36,5;100,0;8;0;13,0309;12,5;6,2468;15,5566;3,03;20100,0;20100,0;20100,0;0,0;2,0;15,0;10,0;4,0;-4,38;47,39;15,67;100,0;0;0;2,01;2,01;2,01;0,0;42,74;64,24;0,0;0,0;0,125;44188593750000,0;6647450,17
1450;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;19,47;2096500;1130,3;25;23;92,0;22,8;24,0;100,0;8;0;13,7532;12,5;10,1112;15,4967;1,89;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-0,87;47,28;14,91;100,0;0;0;4,92;4,92;4,92;0,0;39,27;61,02;0,0;0,0;0,125;264757500000000,0;16271370,56
1451;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;19,7;2090707;1060,8;25;23;92,0;33,5;31,6;100,0;8;0;14,7657;12,5;11,7572;16,0817;1,39;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;0,17;46,7;14,62;100,0;0;0;1,0;1,0;1,0;0,0;36,25;74,23;0,0;0,0;0,125;10937500000000,0;3307189,14
1452;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;19,48;2096754;1593,5;25;23;92,0;37,1;25,1;100,0;8;0;14,7614;12,5;11,7808;15,8427;1,37;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;-0,14;45,87;14,52;100,0;0;0;1,0;1,0;1,0;0,0;36,25;59,86;0,0;0,0;0,125;10937500000000,0;3307189,14
1453;8;1;50;50,0;229,0;22900;22900;22900,0;10,5;18,92;2096734;1035,3;25;23;92,0;25,4;24,0;100,0;8;0;13,8001;12,5;9,8349;17,5746;2,44;22900,0;22900,0;22900,0;0,0;3,0;15,0;10,0;4,0;-1,97;44,82;14,61;100,0;0;0;2,29;2,29;2,29;0,0;38,39;60,01;0,0;0,0;0,125;57357343750000,0;7573463,13
1454;8;1;50;50,0;229,0;22900;22900;22900,0;10,5;18,64;2096541;2318,4;25;23;92,0;38,0;34,0;100,0;8;0;13,5494;12,5;6,1005;17,288;3,23;22900,0;22900,0;22900,0;0,0;2,0;15,0;10,0;4,0;-3,79;44,13;14,78;100,0;0;0;2,29;2,29;2,29;0,0;40,69;59,25;0,0;0,0;0,125;57357343750000,0;7573463,13
1455;8;1;50;50,0;229,0;22900;22900;22900,0;10,75;19,13;2096513;2344,1;25;25;100,0;46,3;34,5;100,0;8;0;14,6979;12,5;11,5775;17,011;1,81;22900,0;22900,0;22900,0;0,0;4,0;15,0;11,0;4,0;-0,24;43,2;13,88;100,0;0;0;2,29;2,29;2,29;0,0;35,95;57,57;0,0;0,0;0,125;57357343750000,0;7573463,13
1456;8;1;50;50,0;123,0;12300;12300;12300,0;11,0;19,44;2096570;1910,2;25;24;96,0;41,6;35,1;100,0;8;0;15,3031;12,5;11,6007;19,3172;2,37;12300,0;12300,0;12300,0;0,0;5,0;15,0;11,0;4,0;2,88;42,15;13,18;100,0;0;0;1,23;1,23;1,23;0,0;33,71;67,81;0,0;0,0;0,125;16547343750000,0;4067842,64
1457;8;1;50;50,0;160,0;16000;16000;16000,0;11,12;19,7;2096702;3407,7;25;24;96,0;59,8;59,4;100,0;8;0;15,7998;12,5;9,5408;24,676;4,11;16000,0;16000,0;16000,0;0,0;6,0;15,0;11,0;4,0;4,42;41,28;12,71;100,0;0;0;1,6;1,6;1,6;0,0;33,16;64,5;0,0;0,0;0,125;28000000000000,0;5291502,62
1458;8;1;50;50,0;160,0;16000;16000;16000,0;11,12;19,93;2096586;1733,8;25;24;96,0;36,5;37,2;100,0;8;0;15,8326;12,5;10,4652;24,1053;3,82;16000,0;16000,0;16000,0;0,0;6,0;15,0;11,0;4,0;4,88;40,44;12,3;100,0;0;0;1,6;1,6;1,6;0,0;33,46;61,72;0,0;0,0;0,125;28000000000000,0;5291502,62
1459;8;1;50;50,0;160,0;16000;16000;16000,0;11,5;20,02;2096886;2423,6;25;22;88,0;52,0;36,7;100,0;8;0;16,5538;12,5;10,4862;23,5609;3,76;16000,0;16000,0;16000,0;0,0;6,0;15,0;12,0;4,0;4,16;40,18;12,11;100,0;0;0;1,6;1,6;1,6;0,0;31,95;60,48;0,0;0,0;0,125;28000000000000,0;5291502,62
1460;8;1;50;50,0;279,0;27900;27900;27900,0;11,38;19,82;2096841;1298,1;25;22;88,0;19,8;22,7;100,0;8;0;15,8501;12,5;10,5072;20,5625;2,77;27900,0;27900,0;27900,0;0,0;5,0;15,0;11,0;4,0;1,93;40,47;12,36;100,0;0;0;2,79;2,79;2,79;0,0;34,03;62,34;0,0;0,0;0,125;85138593750000,0;9227057,7
1461;8;1;50;50,0;279,0;27900;27900;27900,0;11,25;19,57;2096184;828,2;25;22;88,0;20,1;21,5;100,0;8;0;15,0234;12,5;9,0906;20,1679;3,35;27900,0;27900,0;27900,0;0,0;3,0;15,0;11,0;4,0;-1,03;41,3;12,97;100,0;0;0;2,79;2,79;2,79;0,0;38,17;49,28;0,0;0,0;0,125;85138593750000,0;9227057,7
1462;8;1;50;50,0;279,0;27900;27900;27900,0;11,12;19,2;2093413;907,5;25;22;88,0;19,3;21,3;100,0;8;0;14,5672;12,5;5,6388;19,7886;4,14;27900,0;27900,0;27900,0;0,0;2,0;15,0;11,0;5,0;-3,8;42,17;13,55;100,0;0;0;2,79;2,79;2,79;0,0;40,81;49,38;0,0;0,0;0,125;85138593750000,0;9227057,7
1463;8;1;50;50,0;279,0;27900;27900;27900,0;11,0;18,79;2090459;787,2;25;22;88,0;19,9;25,8;100,0;8;0;14,2923;12,5;3,6218;19,4237;4,66;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-5,88;43,04;14,06;100,0;0;0;2,79;2,79;2,79;0,0;43,6;50,41;0,0;0,0;0,125;85138593750000,0;9227057,7
1464;8;1;50;50,0;279,0;27900;27900;27900,0;11,0;18,61;2090612;852,7;25;22;88,0;20,3;22,5;100,0;8;0;14,2721;12,5;3,6291;19,0723;4,61;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-7,05;43,8;14,47;100,0;0;0;2,79;2,79;2,79;0,0;43,6;51,52;0,0;0,0;0,125;85138593750000,0;9227057,7
1465;8;1;50;50,0;279,0;27900;27900;27900,0;11,0;18,66;2089452;1413,9;25;22;88,0;30,8;33,3;100,0;8;0;14,2536;12,5;3,6364;18,7337;4,58;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-6,85;44,4;14,54;100,0;0;0;2,79;2,79;2,79;0,0;43,6;52,15;0,0;0,0;0,125;85138593750000,0;9227057,7
1466;8;1;50;50,0;279,0;27900;27900;27900,0;11,12;18,96;2086243;1540,7;25;22;88,0;35,9;43,6;100,0;8;0;14,4918;12,5;5,6841;18,4073;3,96;27900,0;27900,0;27900,0;0,0;2,0;15,0;11,0;5,0;-3,69;44,76;13,95;100,0;0;0;2,79;2,79;2,79;0,0;40,81;53,02;0,0;0,0;0,125;85138593750000,0;9227057,7
1467;8;1;50;50,0;279,0;27900;27900;27900,0;11,12;19,09;2087605;1017,0;25;22;88,0;22,1;23,9;100,0;8;0;14,6333;12,5;9,2004;18,0924;2,99;27900,0;27900,0;27900,0;0,0;3,0;15,0;11,0;4,0;-0,81;44,87;13,5;100,0;0;0;2,79;2,79;2,79;0,0;38,78;54,64;0,0;0,0;0,125;85138593750000,0;9227057,7
1468;8;1;50;50,0;279,0;27900;27900;27900,0;10,88;18,71;2086797;2744,4;25;24;96,0;63,0;35,7;100,0;8;0;14,7213;12,5;9,7531;17,7883;2,76;27900,0;27900,0;27900,0;0,0;4,0;15,0;11,0;4,0;0,25;44,68;13,56;100,0;0;0;2,79;2,79;2,79;0,0;37,76;72,51;0,0;0,0;0,125;85138593750000,0;9227057,7
1469;8;1;50;50,0;279,0;27900;27900;27900,0;10,75;18,71;2085741;2679,7;25;24;96,0;36,5;25,4;100,0;8;0;14,6467;12,5;9,7727;17,4946;2,67;27900,0;27900,0;27900,0;0,0;4,0;15,0;11,0;4,0;0,68;44,52;13,46;100,0;0;0;2,79;2,79;2,79;0,0;37,43;71,95;0,0;0,0;0,125;85138593750000,0;9227057,7
1470;8;1;50;50,0;279,0;27900;27900;27900,0;10,88;18,62;2085109;1013,0;25;24;96,0;22,2;36,6;100,0;8;0;14,9034;12,5;10,7195;17,2107;2,2;27900,0;27900,0;27900,0;0,0;4,0;15,0;11,0;4,0;-0,42;43,94;13,43;100,0;0;0;2,79;2,79;2,79;0,0;36,33;56,78;0,0;0,0;0,125;85138593750000,0;9227057,7
1471;8;1;50;50,0;279,0;27900;27900;27900,0;10,5;18,36;2085622;2065,9;25;19;76,0;40,9;35,5;100,0;8;1;13,5884;12,5;5,7413;16,9362;3,86;27900,0;27900,0;27900,0;0,0;2,0;15,0;10,0;4,0;-3,27;43,24;13,77;100,0;0;0;2,79;2,79;2,79;0,0;42,32;55,26;0,0;0,0;0,125;85138593750000,0;9227057,7
1472;8;1;50;50,0;279,0;27900;27900;27900,0;10,5;17,85;2087532;1023,1;25;19;76,0;21,7;22,2;100,0;8;1;13,6045;12,5;3,6877;16,6705;4,5;27900,0;27900,0;27900,0;0,0;1,0;15,0;10,0;5,0;-6,86;42,29;14,35;100,0;0;0;2,79;2,79;2,79;0,0;44,67;54,48;0,0;0,0;0,125;85138593750000,0;9227057,7
1473;8;1;50;50,0;279,0;27900;27900;27900,0;10,25;17,56;2086763;1967,9;25;19;76,0;35,2;30,1;100,0;8;1;13,0884;12,5;3,6951;16,4133;4,29;27900,0;27900,0;27900,0;0,0;1,0;15,0;10,0;5,0;-7,42;40,98;14,4;100,0;0;0;2,79;2,79;2,79;0,0;45,43;54,99;0,0;0,0;0,125;85138593750000,0;9227057,7
1474;8;1;50;50,0;492,0;49200;49200;49200,0;10,12;17,54;2087890;1537,2;25;21;84,0;30,6;32,7;100,0;8;1;12,8207;12,5;3,7025;16,1795;4,27;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,55;40,39;14,19;100,0;0;0;4,92;4,92;4,92;0,0;46,18;57,37;0,0;0,0;0,125;264757500000000,0;16271370,56
1475;8;1;50;50,0;279,0;27900;27900;27900,0;10,25;17,62;2088562;3567,6;25;21;84,0;79,6;61,3;100,0;8;1;13,3188;12,5;8,6188;16,1966;3,45;27900,0;27900,0;27900,0;0,0;3,0;15,0;10,0;4,0;-2,53;39,7;13,92;100,0;0;0;2,79;2,79;2,79;0,0;42,74;60,74;0,0;0,0;0,125;85138593750000,0;9227057,7
1476;8;1;50;50,0;466,0;46600;46600;46600,0;10,38;18,23;2089071;2036,5;25;20;80,0;33,3;36,2;100,0;8;1;13,4797;12,5;8,636;16,9928;3,57;46600,0;46600,0;46600,0;0,0;3,0;15,0;10,0;4,0;-0,61;39,39;13,59;100,0;0;0;4,66;4,66;4,66;0,0;42,82;59,15;0,0;0,0;0,125;237514375000000,0;15411501,39
1477;8;1;50;50,0;480,0;48000;48000;48000,0;10,75;18,88;2091337;1517,0;25;20;80,0;34,6;30,0;100,0;8;1;14,3727;12,5;8,6533;17,2278;3,01;48000,0;48000,0;48000,0;0,0;4,0;15,0;11,0;4,0;0,23;39,47;13,32;100,0;0;0;4,8;4,8;4,8;0,0;39,4;70,56;0,0;0,0;0,125;252000000000000,0;15874507,87
1478;8;1;50;50,0;480,0;48000;48000;48000,0;10,75;18,97;2089656;1460,3;25;20;80,0;22,0;22,8;100,0;8;1;14,3628;12,5;8,6707;16,9527;2,98;48000,0;48000,0;48000,0;0,0;4,0;15,0;11,0;4,0;-0,06;39,95;13,54;100,0;0;0;4,8;4,8;4,8;0,0;39,4;56,56;0,0;0,0;0,125;252000000000000,0;15874507,87
1479;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,93;2086796;957,3;25;20;80,0;26,2;22,9;100,0;8;1;13,7144;12,5;8,688;17,1037;3,4;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;5,0;-1,2;40,16;13,84;100,0;0;0;4,92;4,92;4,92;0,0;42,31;56,66;0,0;0,0;0,125;264757500000000,0;16271370,56
1480;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,66;2083028;2641,8;25;20;80,0;32,8;36,2;100,0;8;1;13,254;12,5;5,8456;16,8326;4,08;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-3,64;40,43;14,42;100,0;0;0;4,92;4,92;4,92;0,0;44,88;57,27;0,0;0,0;0,125;264757500000000,0;16271370,56
1481;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,4;2082272;2143,6;25;20;80,0;46,0;36,2;100,0;8;1;12,9807;12,5;3,7547;16,5703;4,56;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-6,04;40,51;14,87;100,0;0;0;4,92;4,92;4,92;0,0;47,62;56,91;0,0;0,0;0,125;264757500000000,0;16271370,56
1482;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,82;2079698;3349,0;25;20;80,0;333,6;218,1;100,0;8;1;13,2446;12,5;3,7622;16,3555;4,42;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-5,38;40,57;14,49;100,0;0;0;4,92;4,92;4,92;0,0;46,57;53,94;0,0;0,0;0,125;264757500000000,0;16271370,56
1483;8;1;50;50,0;492,0;49200;49200;49200,0;10,88;19,08;2078997;1566,5;25;18;72,0;34,1;31,2;100,0;8;1;13,7633;12,5;5,8808;16,3489;3,84;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;5,0;-4,15;40,49;14,05;100,0;0;0;4,92;4,92;4,92;0,0;42,99;52,38;0,0;0,0;0,125;264757500000000,0;16271370,56
1484;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,97;2075828;1477,5;25;18;72,0;19,9;24,9;100,0;8;1;13,4915;12,5;3,7773;16,318;4,39;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-4,95;40,28;14,2;100,0;0;0;4,92;4,92;4,92;0,0;45,75;52,27;0,0;0,0;0,125;264757500000000,0;16271370,56
1485;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,52;2077384;2068,1;25;18;72,0;54,5;51,3;100,0;8;1;13,4836;12,5;3,7849;16,2597;4,38;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-7,3;39,88;14,7;100,0;0;0;4,92;4,92;4,92;0,0;45,75;52,91;0,0;0,0;0,125;264757500000000,0;16271370,56
1486;8;1;50;50,0;279,0;27900;27900;27900,0;10,62;17,95;2081701;1826,6;25;20;80,0;30,6;33,8;100,0;8;1;13,2111;12,5;3,7924;16,2766;4,36;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;5,0;-8,94;39,49;15,09;100,0;0;0;2,79;2,79;2,79;0,0;46,57;54,76;0,0;0,0;0,125;85138593750000,0;9227057,7
1487;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;18,0;2092332;1366,2;25;20;80,0;31,6;32,0;100,0;8;1;12,877;12,5;3,8;16,2376;4,43;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-5,73;39,24;14,58;100,0;0;0;4,92;4,92;4,92;0,0;47,2;57,43;0,0;0,0;0,125;264757500000000,0;16271370,56
1488;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,8;2091665;1869,7;25;20;80,0;36,1;34,6;100,0;8;1;13,1348;12,5;5,9399;16,1686;3,89;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-4,26;39,06;14,42;100,0;0;0;4,92;4,92;4,92;0,0;44,42;60,07;0,0;0,0;0,125;264757500000000,0;16271370,56
1489;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,05;2091530;1284,2;25;20;80,0;32,0;35,3;100,0;8;1;13,4292;12,5;8,8636;16,1117;3,33;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;5,0;-0,63;39,3;13,88;100,0;0;0;4,92;4,92;4,92;0,0;43,12;61,66;0,0;0,0;0,125;264757500000000,0;16271370,56
1490;8;1;50;50,0;123,0;12300;12300;12300,0;10,62;18,09;2093713;1671,2;25;20;80,0;30,7;32,6;100,0;8;1;14,511;12,5;8,8814;18,8087;3,37;12300,0;12300,0;12300,0;0,0;5,0;15,0;11,0;4,0;2,06;39,62;13,61;100,0;0;0;1,23;1,23;1,23;0,0;38,21;75,22;0,0;0,0;0,125;16547343750000,0;4067842,64
1491;8;1;50;50,0;123,0;12300;12300;12300,0;10,62;18,42;2095911;1695,0;25;20;80,0;22,9;23,1;100,0;8;1;14,2883;12,5;8,8992;18,4796;3,05;12300,0;12300,0;12300,0;0,0;5,0;15,0;11,0;4,0;3,16;40,41;13,41;100,0;0;0;1,23;1,23;1,23;0,0;37,92;72,8;0,0;0,0;0,125;16547343750000,0;4067842,64
1492;8;1;50;50,0;123,0;12300;12300;12300,0;10,75;18,93;2096745;1986,8;25;20;80,0;45,4;86,8;100,0;8;1;14,5519;12,5;8,917;18,1621;2,7;12300,0;12300,0;12300,0;0,0;5,0;15,0;11,0;4,0;3,14;41,57;13,28;100,0;0;0;1,23;1,23;1,23;0,0;36,84;70,17;0,0;0,0;0,125;16547343750000,0;4067842,64
1493;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;19,04;2096402;1040,3;25;18;72,0;26,8;23,5;100,0;8;1;14,3895;12,5;8,9349;16,1547;2,25;49200,0;49200,0;49200,0;0,0;4,0;15,0;11,0;4,0;1,44;42,72;13,6;100,0;0;0;4,92;4,92;4,92;0,0;38,28;71,42;0,0;0,0;0,125;264757500000000,0;16271370,56
1494;8;1;50;50,0;380,0;38000;38000;38000,0;10,75;18,88;2095915;990,3;25;18;72,0;22,1;23,3;100,0;8;1;14,0086;12,5;8,9528;17,0485;3,02;38000,0;38000,0;38000,0;0,0;3,0;15,0;11,0;4,0;-1,86;43,92;14,2;100,0;0;0;3,8;3,8;3,8;0,0;40,21;57,93;0,0;0,0;0,125;157937500000000,0;12567318,73
1495;8;1;50;50,0;380,0;38000;38000;38000,0;10,62;18,65;2096490;1421,3;25;18;72,0;33,1;32,6;100,0;8;1;13,5615;12,5;5,6843;16,7792;3,81;38000,0;38000,0;38000,0;0,0;2,0;15,0;11,0;5,0;-4,79;44,91;14,97;100,0;0;0;3,8;3,8;3,8;0,0;42,86;58,67;0,0;0,0;0,125;157937500000000,0;12567318,73
1496;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,54;2094291;1431,1;25;18;72,0;34,2;42,0;100,0;8;1;13,2638;12,5;5,6957;16,1516;3,63;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-3,48;45,62;14,92;100,0;0;0;4,92;4,92;4,92;0,0;43,38;61,02;0,0;0,0;0,125;264757500000000,0;16271370,56
1497;8;1;50;50,0;480,0;48000;48000;48000,0;10,38;18,13;2093706;843,3;25;24;96,0;19,8;21,9;100,0;8;1;13,068;12,5;8,755;16,123;3,26;48000,0;48000,0;48000,0;0,0;3,0;15,0;10,0;5,0;-2,45;46,32;15,2;100,0;0;0;4,8;4,8;4,8;0,0;44,15;66,27;0,0;0,0;0,125;252000000000000,0;15874507,87
1498;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,53;2095022;1075,9;25;24;96,0;22,6;23,5;100,0;8;0;13,3492;12,5;8,7725;16,128;2,96;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,5;46,81;15,16;100,0;0;0;4,92;4,92;4,92;0,0;42,59;65,67;0,0;0,0;0,125;264757500000000,0;16271370,56
1499;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;19,3;2095908;1392,1;25;24;96,0;32,6;31,3;100,0;8;0;13,7682;12,5;9,2561;16,0736;2,45;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-1,81;47,09;14,99;100,0;0;0;4,92;4,92;4,92;0,0;40,21;60,81;0,0;0,0;0,125;264757500000000,0;16271370,56
1500;8;1;50;50,0;380,0;38000;38000;38000,0;10,88;19,44;2092079;909,8;25;22;88,0;23,0;23,4;100,0;8;0;13,8735;12,5;5,7414;16,6513;3,48;38000,0;38000,0;38000,0;0,0;2,0;15,0;11,0;5,0;-4,54;47,11;15,42;100,0;0;0;3,8;3,8;3,8;0,0;41,49;58,32;0,0;0,0;0,125;157937500000000,0;12567318,73
1501;8;1;50;50,0;380,0;38000;38000;38000,0;10,75;19,43;2093789;1095,6;25;22;88,0;24,4;22,2;100,0;8;0;13,6069;12,5;3,6878;16,3947;4,08;38000,0;38000,0;38000,0;0,0;1,0;15,0;11,0;5,0;-5,57;47,1;15,71;100,0;0;0;3,8;3,8;3,8;0,0;44,31;58,34;0,0;0,0;0,125;157937500000000,0;12567318,73
1502;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;19,32;2094245;791,1;25;22;88,0;18,8;21,1;100,0;8;0;13,3175;12,5;3,6952;16,0705;3,96;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-4,8;47,02;15,7;100,0;0;0;4,92;4,92;4,92;0,0;44,88;60,01;0,0;0,0;0,125;264757500000000,0;16271370,56
1503;8;1;50;50,0;480,0;48000;48000;48000,0;10,38;19,01;2094696;801,3;25;24;96,0;22,2;21,8;100,0;8;0;12,8403;12,5;5,776;16,0426;3,55;48000,0;48000,0;48000,0;0,0;2,0;15,0;10,0;5,0;-3,76;46,58;15,62;100,0;0;0;4,8;4,8;4,8;0,0;45,19;62,57;0,0;0,0;0,125;252000000000000,0;15874507,87
1504;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;19,1;2094945;890,1;25;24;96,0;31,4;22,6;100,0;8;0;13,0989;12,5;5,7876;16,0474;3,37;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-2,81;46,06;15,31;100,0;0;0;4,92;4,92;4,92;0,0;44,16;61,91;0,0;0,0;0,125;264757500000000,0;16271370,56
1505;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;19,12;2094251;1129,9;25;24;96,0;18,1;24,4;100,0;8;0;13,4798;12,5;9,3679;15,9941;2,42;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-2,36;45,43;15,05;100,0;0;0;4,92;4,92;4,92;0,0;41,24;61,03;0,0;0,0;0,125;264757500000000,0;16271370,56
1506;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,99;2094832;1797,4;25;24;96,0;25,4;26,4;100,0;8;0;13,4732;12,5;9,3866;15,9273;2,39;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-2,29;44,68;15,0;100,0;0;0;4,92;4,92;4,92;0,0;41,24;61,41;0,0;0,0;0,125;264757500000000,0;16271370,56
1507;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;18,6;2095956;886,8;25;24;96,0;23,4;22,1;100,0;8;0;13,1987;12,5;9,4054;15,8729;2,62;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-2,22;43,8;15,02;100,0;0;0;4,92;4,92;4,92;0,0;42,27;63,39;0,0;0,0;0,125;264757500000000,0;16271370,56
1508;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;18,44;2096052;1580,0;25;24;96,0;48,1;74,5;100,0;8;0;13,1921;12,5;9,4243;15,821;2,59;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-1,91;42,84;14,97;100,0;0;0;4,92;4,92;4,92;0,0;42,27;64,32;0,0;0,0;0,125;264757500000000,0;16271370,56
1509;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,8;2093962;856,0;25;24;96,0;23,5;21,6;100,0;8;0;13,455;12,5;9,4431;15,756;2,3;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-2,41;41,61;14,59;100,0;0;0;4,92;4,92;4,92;0,0;41,24;59,66;0,0;0,0;0,125;264757500000000,0;16271370,56
1510;8;1;50;50,0;380,0;38000;38000;38000,0;10,62;18,92;2092560;1074,4;25;18;72,0;21,8;22,6;100,0;8;1;13,2938;12,5;5,8575;16,4067;3,62;38000,0;38000,0;38000,0;0,0;2,0;15,0;11,0;5,0;-4,42;40,31;14,69;100,0;0;0;3,8;3,8;3,8;0,0;44,38;56,4;0,0;0,0;0,125;157937500000000,0;12567318,73
1511;8;1;50;50,0;429,0;42900;42900;42900,0;10,62;18,51;2095682;982,9;25;18;72,0;21,6;23,5;100,0;8;1;13,2823;12,5;3,7623;18,2413;4,41;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-7,94;38,51;15,16;100,0;0;0;4,29;4,29;4,29;0,0;46,81;54,62;0,0;0,0;0,125;201294843750000,0;14187841,41
1512;8;1;50;50,0;429,0;42900;42900;42900,0;10,62;18,31;2093045;3444,0;25;18;72,0;143,1;229,4;100,0;8;1;13,2657;12,5;3,7698;17,9321;4,37;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;5,0;-7,01;36,39;14,63;100,0;0;0;4,29;4,29;4,29;0,0;46,81;53,96;0,0;0,0;0,125;201294843750000,0;14187841,41
1513;8;1;50;50,0;480,0;48000;48000;48000,0;10,75;18,35;2090597;1761,6;25;18;72,0;37,7;36,6;100,0;8;1;13,7164;12,5;9,519;16,092;2,72;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-2,62;34,04;13,38;100,0;0;0;4,8;4,8;4,8;0,0;41,8;54,03;0,0;0,0;0,125;252000000000000,0;15874507,87
1514;8;1;50;50,0;492,0;49200;49200;49200,0;10,88;18,11;2093120;838,0;25;18;72,0;24,6;24,3;100,0;8;1;13,7595;12,5;9,5381;16,2491;2,74;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;5,0;-0,98;34,2;12,92;100,0;0;0;4,92;4,92;4,92;0,0;42,25;54,98;0,0;0,0;0,125;264757500000000,0;16271370,56
1515;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,62;2093447;929,2;25;18;72,0;22,1;26,0;100,0;8;1;13,479;12,5;9,5572;16,005;2,62;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;5,0;-1,38;34,28;12,91;100,0;0;0;4,92;4,92;4,92;0,0;42,82;56,41;0,0;0,0;0,125;264757500000000,0;16271370,56
